$\phi$
x	y	$\phi$
0.125	0.5	-0.0221361091244387
0.375	0.5	-0.0221792949142711
0.625	0.5	-0.0222595263517411
0.875	0.5	-0.0223643563052171
1.125	0.5	-0.0224746785453329
1.375	0.5	-0.0225641529052201
1.625	0.5	-0.0225983499235051
1.875	0.5	-0.0225335350779515
2.125	0.5	-0.0223149884959562
2.375	0.5	-0.0218747298196105
2.625	0.5	-0.0211284907341191
2.875	0.5	-0.0199717522282702
3.125	0.5	-0.0182746455527449
3.375	0.5	-0.0158755155789839
3.625	0.5	-0.0125729811827976
3.875	0.5	-0.00811642965533349
4.125	0.5	-0.00219509817450346
4.375	0.5	0.00557370623242157
4.625	0.5	0.0156560253192613
4.875	0.5	0.028610038575189
5.125	0.5	0.0450884641846421
5.375	0.5	0.065828930074192
5.625	0.5	0.0916247377790088
5.875	0.5	0.123267327966289
6.125	0.5	0.161453078137234
6.375	0.5	0.206653052216749
6.625	0.5	0.258956851220394
6.875	0.5	0.317920061153493
7.125	0.5	0.382462819401598
7.375	0.5	0.450872595171585
7.625	0.5	0.520944939504519
7.875	0.5	0.590250705857308
8.125	0.5	0.656465949922937
8.375	0.5	0.717672005104538
8.625	0.5	0.772547095982702
8.875	0.5	0.820417966748955
9.125	0.5	0.861191063837038
9.375	0.5	0.895212582050604
9.625	0.5	0.923109161785518
9.875	0.5	0.945645952012956
10.125	0.5	0.963619454310812
10.375	0.5	0.977787572422063
10.625	0.5	0.988831033913799
10.875	0.5	0.997337583988697
11.125	0.5	1.00380079891656
11.375	0.5	1.00862713866405
11.625	0.5	1.01214682434275
11.875	0.5	1.01462577849909
12.125	0.5	1.01627707096945
12.375	0.5	1.01727111034852
12.625	0.5	1.01774430777984
12.875	0.5	1.0178062128052
13.125	0.5	1.01754525774305
13.375	0.5	1.01703330234937
13.625	0.5	1.01632918039812
13.875	0.5	1.01548143665222
14.125	0.5	1.01453041960694
14.375	0.5	1.01350986964197
14.625	0.5	1.01244811752549
14.875	0.5	1.01136898621722
15.125	0.5	1.01029247012718
15.375	0.5	1.00923525033278
15.625	0.5	1.0082110914072
15.875	0.5	1.00723115505386
16.125	0.5	1.00630425726751
16.375	0.5	1.00543708889254
16.625	0.5	1.00463441392616
16.875	0.5	1.00389925547945
17.125	0.5	1.00323307577687
17.375	0.5	1.00263595379995
17.625	0.5	1.00210676204976
17.875	0.5	1.0016433423217
18.125	0.5	1.00124267927863
18.375	0.5	1.00090106990242
18.625	0.5	1.00061428653702
18.875	0.5	1.00037773114593
19.125	0.5	1.00018657853554
19.375	0.5	1.00003590658817
19.625	0.5	0.99992081195417
19.875	0.5	0.999836510123334
20.125	0.5	0.999778419294666
20.375	0.5	0.999742227953446
20.625	0.5	0.999723946521614
20.875	0.5	0.999719943850161
21.125	0.5	0.999726969658298
21.375	0.5	0.999742164286077
21.625	0.5	0.999763057312985
21.875	0.5	0.999787556706903
22.125	0.5	0.99981393021118
22.375	0.5	0.999840780660046
22.625	0.5	0.999867016843414
22.875	0.5	0.999891821431144
23.125	0.5	0.999914617324066
23.375	0.5	0.999935033634156
23.625	0.5	0.999952872318182
23.875	0.5	0.999968076305886
24.125	0.5	0.999980699782306
24.375	0.5	0.999990881109913
24.625	0.5	0.999998818714455
24.875	0.5	1.00000475011228
25.125	0.5	1.00000893412871
25.375	0.5	1.0000116362485
25.625	0.5	1.0000131169505
25.875	0.5	1.00001362280981
26.125	0.5	1.00001338010067
26.375	0.5	1.00001259060076
26.625	0.5	1.0000114292807
26.875	0.5	1.00001004355969
27.125	0.5	1.00000855381651
27.375	0.5	1.00000705486292
27.625	0.5	1.00000561811126
27.875	0.5	1.00000429419771
28.125	0.5	1.00000311585531
28.375	0.5	1.00000210086487
28.625	0.5	1.00000125494538
28.875	0.5	1.0000005744778
29.125	0.5	1.00000004898599
29.375	0.5	0.999999663324941
29.625	0.5	0.999999399549816
29.875	0.5	0.999999238458595
30.125	0.5	0.999999160816574
30.375	0.5	0.999999148282946
30.625	0.5	0.99999918406806
30.875	0.5	0.999999253355423
31.125	0.5	0.999999343525138
31.375	0.5	0.99999944421608
31.625	0.5	0.999999547262755
31.875	0.5	0.999999646540244
32.125	0.5	0.999999737747077
32.375	0.5	0.999999818151768
32.625	0.5	0.999999886324394
32.875	0.5	0.999999941870211
33.125	0.5	0.999999985178156
33.375	0.5	1.00000001719327
33.625	0.5	1.00000003921871
33.875	0.5	1.00000005275019
34.125	0.5	1.00000005934336
34.375	0.5	1.00000006051285
34.625	0.5	1.00000005766044
34.875	0.5	1.00000005202885
35.125	0.5	1.0000000446773
35.375	0.5	1.00000003647464
35.625	0.5	1.00000002810605
35.875	0.5	1.0000000200895
36.125	0.5	1.00000001279842
36.375	0.5	1.00000000648766
36.625	0.5	1.00000000132014
36.875	0.5	0.99999999739189
37.125	0.5	0.999999994754152
37.375	0.5	0.99999999343086
0.125	1.5	-0.0220351806010255
0.375	1.5	-0.0220765743426333
0.625	1.5	-0.0221532005418001
0.875	1.5	-0.0222525667347263
1.125	1.5	-0.0223554909356805
1.375	1.5	-0.0224355171000858
1.625	1.5	-0.0224580461828478
1.875	1.5	-0.0223791023270348
2.125	1.5	-0.0221436293586485
2.375	1.5	-0.0216831864566841
2.625	1.5	-0.0209128846957409
2.875	1.5	-0.0197273809082473
3.125	1.5	-0.0179957277576169
3.375	1.5	-0.0155548798188238
3.625	1.5	-0.0122016935776975
3.875	1.5	-0.00768336543964273
4.125	1.5	-0.00168647404441114
4.375	1.5	0.00617479901473792
4.625	1.5	0.0163700112508546
