pressure
x	y	pressure
0.125	0.5	275.657346956702
0.375	0.5	275.621118035448
0.625	0.5	275.591131827558
0.875	0.5	275.560101595851
1.125	0.5	275.529277834752
1.375	0.5	275.498446315669
1.625	0.5	275.46764427447
1.875	0.5	275.436866225356
2.125	0.5	275.406114655045
2.375	0.5	275.375391190848
2.625	0.5	275.344697426776
2.875	0.5	275.314033702422
3.125	0.5	275.283398460219
3.375	0.5	275.252788582379
3.625	0.5	275.22220126938
3.875	0.5	275.191637324696
4.125	0.5	275.161104995262
4.375	0.5	275.130623055382
4.625	0.5	275.100221884182
4.875	0.5	275.069941873368
5.125	0.5	275.039829368506
5.375	0.5	275.009931133131
5.625	0.5	274.980288729848
5.875	0.5	274.950934120988
6.125	0.5	274.921887297193
6.375	0.5	274.893156073316
6.625	0.5	274.864737597942
6.875	0.5	274.836620765706
7.125	0.5	274.808788610347
7.375	0.5	274.781219556523
7.625	0.5	274.753887862744
7.875	0.5	274.726762493949
8.125	0.5	274.699804057443
8.375	0.5	274.672960653136
8.625	0.5	274.646162284098
8.875	0.5	274.619314038467
9.125	0.5	274.592288201797
9.375	0.5	274.564915631884
9.625	0.5	274.536976955129
9.875	0.5	274.508194387922
10.125	0.5	274.47822517551
10.375	0.5	274.446657737589
10.625	0.5	274.413011623857
10.875	0.5	274.376742342686
11.125	0.5	274.337252020795
11.375	0.5	274.293906591612
11.625	0.5	274.246059655602
11.875	0.5	274.193082216005
12.125	0.5	274.134396238353
12.375	0.5	274.069508699997
12.625	0.5	273.998041936462
12.875	0.5	273.919756088585
13.125	0.5	273.834560495902
13.375	0.5	273.742512759851
13.625	0.5	273.643806361013
13.875	0.5	273.538749503353
14.125	0.5	273.427738816562
14.375	0.5	273.311231577578
14.625	0.5	273.189719438205
14.875	0.5	273.063705637687
15.125	0.5	272.933686673157
15.375	0.5	272.800138601931
15.625	0.5	272.66350762437
15.875	0.5	272.524204318807
16.125	0.5	272.382600804686
16.375	0.5	272.23903012825
16.625	0.5	272.093787242868
16.875	0.5	271.947131057844
17.125	0.5	271.79928713478
17.375	0.5	271.650450708587
17.625	0.5	271.500789796454
17.875	0.5	271.350448230692
18.125	0.5	271.199548510503
18.375	0.5	271.0481944139
18.625	0.5	270.89647334558
18.875	0.5	270.744458420882
19.125	0.5	270.592210301829
19.375	0.5	270.439778810228
19.625	0.5	270.287204346596
19.875	0.5	270.134519143766
20.125	0.5	269.981748381661
20.375	0.5	269.828911185947
20.625	0.5	269.676021528918
20.875	0.5	269.523089046565
21.125	0.5	269.370119781809
21.375	0.5	269.217116860475
21.625	0.5	269.06408110396
21.875	0.5	268.911011580682
22.125	0.5	268.757906097261
22.375	0.5	268.604761629876
22.625	0.5	268.451574696274
22.875	0.5	268.298341669323
23.125	0.5	268.14505903371
23.375	0.5	267.991723588183
23.625	0.5	267.838332596657
23.875	0.5	267.684883892272
24.125	0.5	267.531375939225
24.375	0.5	267.377807857716
24.625	0.5	267.224179417645
24.875	0.5	267.070491006879
25.125	0.5	266.916743579769
25.375	0.5	266.762938591395
25.625	0.5	266.609077922569
25.875	0.5	266.45516380013
26.125	0.5	266.301198716433
26.375	0.5	266.147185351292
26.625	0.5	265.993126498962
26.875	0.5	265.839025002071
27.125	0.5	265.684883693825
27.375	0.5	265.530705349197
27.625	0.5	265.376492645373
27.875	0.5	265.222248131259
28.125	0.5	265.067974205566
28.375	0.5	264.91367310271
28.625	0.5	264.759346885594
28.875	0.5	264.604997444256
29.125	0.5	264.450626499311
29.375	0.5	264.296235609128
29.625	0.5	264.141826179747
29.875	0.5	263.987399476634
30.125	0.5	263.832956637448
30.375	0.5	263.678498685171
30.625	0.5	263.524026541064
30.875	0.5	263.369541037007
31.125	0.5	263.215042926755
31.375	0.5	263.060532896059
31.625	0.5	262.906011572278
31.875	0.5	262.751479532845
32.125	0.5	262.596937308896
32.375	0.5	262.442385386968
32.625	0.5	262.287824227875
32.875	0.5	262.133254289858
33.125	0.5	261.978675958374
33.375	0.5	261.824089441441
33.625	0.5	261.66949513605
33.875	0.5	261.514894210631
34.125	0.5	261.360286790741
34.375	0.5	261.205668799598
34.625	0.5	261.051040933679
34.875	0.5	260.896425765056
35.125	0.5	260.741823550424
35.375	0.5	260.587120460488
35.625	0.5	260.432304089569
35.875	0.5	260.277959457626
36.125	0.5	260.124193020055
36.375	0.5	259.968115865617
36.625	0.5	259.808449861679
36.875	0.5	259.662134521076
37.125	0.5	259.526741646875
37.375	0.5	259.370018878072
0.125	1.5	275.657062701962
0.375	1.5	275.620832690052
0.625	1.5	275.590843920035
0.875	1.5	275.559809703823
1.125	1.5	275.528980503673
1.375	1.5	275.498142065287
1.625	1.5	275.467331587484
1.875	1.5	275.436543533752
2.125	1.5	275.405780323218
2.375	1.5	275.375043504093
2.625	1.5	275.344334595838
2.875	1.5	275.313653889798
3.125	1.5	275.2829998205
3.375	1.5	275.252369293026
3.625	1.5	275.221759519339
3.875	1.5	275.191171233953
4.125	1.5	275.160612459581
4.375	1.5	275.130101539332
4.625	1.5	275.099668209649
4.875	1.5	275.069352059144
5.125	1.5	275.039198565602
5.375	1.5	275.009253675062
