pressure
x	y	pressure
7.875	2.5	540.553322222644
8.125	2.5	540.522887997395
8.375	2.5	540.492487731839
8.625	2.5	540.462122496332
8.875	2.5	540.431794159467
9.125	2.5	540.401506341416
9.375	2.5	540.371265511343
9.625	2.5	540.341082038784
9.875	2.5	540.310970983
10.125	2.5	540.280952429242
10.375	2.5	540.251051253611
10.625	2.5	540.22129630192
10.875	2.5	540.191719076849
11.125	2.5	540.162352114501
11.375	2.5	540.13322727551
11.625	2.5	540.104374168728
11.875	2.5	540.075818871964
12.125	2.5	540.047583028862
12.375	2.5	540.019683299403
12.625	2.5	539.992131030381
12.875	2.5	539.964931882672
13.125	2.5	539.938084982218
13.375	2.5	539.911580937501
13.625	2.5	539.885397822273
13.875	2.5	539.859494090887
14.125	2.5	539.833797624021
14.375	2.5	539.808190986154
14.625	2.5	539.78249462484
14.875	2.5	539.756451786419
15.125	2.5	539.729720395287
15.375	2.5	539.701876870063
15.625	2.5	539.672434281274
15.875	2.5	539.640873074463
16.125	2.5	539.606678518232
16.375	2.5	539.569376950815
16.625	2.5	539.528563632463
16.875	2.5	539.483917883727
17.125	2.5	539.435204721131
17.375	2.5	539.382265185008
17.625	2.5	539.324999433497
17.875	2.5	539.263347340796
18.125	2.5	539.197270898117
18.375	2.5	539.126741444675
18.625	2.5	539.051733079736
18.875	2.5	538.972222007986
19.125	2.5	538.888190418635
19.375	2.5	538.799632963039
19.625	2.5	538.706563930974
19.875	2.5	538.609023630975
20.125	2.5	538.507083021065
20.375	2.5	538.400846139401
20.625	2.5	538.290450270286
20.875	2.5	538.176064042362
21.125	2.5	538.057883817358
21.375	2.5	537.936128816207
21.625	2.5	537.811035461216
21.875	2.5	537.682851398272
22.125	2.5	537.551829610208
22.375	2.5	537.418222952661
22.625	2.5	537.282279350043
22.875	2.5	537.144237794547
23.125	2.5	537.004325205817
23.375	2.5	536.86275413937
23.625	2.5	536.719721281031
23.875	2.5	536.575406631986
24.125	2.5	536.429973272507
24.375	2.5	536.283567588552
24.625	2.5	536.136319850829
24.875	2.5	535.988345047281
25.125	2.5	535.839743884447
25.375	2.5	535.690603888707
25.625	2.5	535.541000553408
25.875	2.5	535.390998491357
26.125	2.5	535.240652563594
26.375	2.5	535.090008964586
26.625	2.5	534.939106251046
26.875	2.5	534.78797630677
27.125	2.5	534.636645239499
27.375	2.5	534.48513420816
27.625	2.5	534.333460180374
27.875	2.5	534.181636620958
28.125	2.5	534.029674112704
28.375	2.5	533.877580911027
28.625	2.5	533.725363434376
28.875	2.5	533.573026692564
29.125	2.5	533.420574655501
29.375	2.5	533.268010565218
29.625	2.5	533.115337194436
29.875	2.5	532.962557055398
30.125	2.5	532.809672563028
30.375	2.5	532.656686156846
30.625	2.5	532.503600386324
30.875	2.5	532.350417964473
31.125	2.5	532.197141794379
31.375	2.5	532.043774973614
31.625	2.5	531.8903207818
31.875	2.5	531.736782654893
32.125	2.5	531.583164146557
32.375	2.5	531.429468883431
32.625	2.5	531.275700535965
32.875	2.5	531.121862792625
33.125	2.5	530.967959242464
33.375	2.5	530.813993232168
33.625	2.5	530.659968202023
33.875	2.5	530.505888227252
34.125	2.5	530.351756161061
34.375	2.5	530.19757049748
34.625	2.5	530.043334386631
34.875	2.5	529.889072549475
35.125	2.5	529.734786899547
35.375	2.5	529.580365498716
35.625	2.5	529.425798712004
35.875	2.5	529.271672501599
36.125	2.5	529.118090354025
36.375	2.5	528.962165792602
36.625	2.5	528.802633161175
36.875	2.5	528.656426982878
37.125	2.5	528.521094607037
37.375	2.5	528.364397871973
0.125	3.5	541.510847901072
0.375	3.5	541.474606309248
0.625	3.5	541.444590315902
0.875	3.5	541.413513752499
1.125	3.5	541.382626807036
1.375	3.5	541.351715090532
1.625	3.5	541.320815526325
1.875	3.5	541.289921950582
2.125	3.5	541.25903562401
2.375	3.5	541.22815656637
2.625	3.5	541.197285044343
2.875	3.5	541.16642131736
3.125	3.5	541.135565682162
3.375	3.5	541.10471846602
3.625	3.5	541.073880029089
3.875	3.5	541.043050766188
4.125	3.5	541.012231110083
4.375	3.5	540.981421535414
4.625	3.5	540.950622561659
4.875	3.5	540.919834753024
5.125	3.5	540.889058714268
5.375	3.5	540.858295084419
5.625	3.5	540.827544534001
5.875	3.5	540.796807773472
6.125	3.5	540.766085578411
6.375	3.5	540.735378829193
6.625	3.5	540.70468855117
6.875	3.5	540.674015930565
7.125	3.5	540.64336227749
7.375	3.5	540.612728924096
7.625	3.5	540.582117066626
7.875	3.5	540.551527596063
8.125	3.5	540.520960999866
8.375	3.5	540.490417428617
8.625	3.5	540.459897010849
8.875	3.5	540.429400454088
9.125	3.5	540.398929900942
9.375	3.5	540.368489932379
9.625	3.5	540.338088548212
9.875	3.5	540.307737927267
10.125	3.5	540.277454787847
10.375	3.5	540.247260231403
10.625	3.5	540.217179044717
10.875	3.5	540.187238535193
11.125	3.5	540.157467055467
11.375	3.5	540.127892417852
11.625	3.5	540.098540397908
11.875	3.5	540.069433484912
12.125	3.5	540.040589971003
12.375	3.5	540.012023399607
12.625	3.5	539.983742327533
12.875	3.5	539.955750281497
13.125	3.5	539.928045664268
13.375	3.5	539.900621120055
13.625	3.5	539.873461455604
13.875	3.5	539.84653870108
14.125	3.5	539.819802593948
14.375	3.5	539.793165290969
14.625	3.5	539.766481158315
14.875	3.5	539.739526173872
15.125	3.5	539.711985402752
15.375	3.5	539.683458109508
15.625	3.5	539.653485531024
15.875	3.5	539.62159688467
16.125	3.5	539.58736008961
16.375	3.5	539.550420960798
16.625	3.5	539.51051987085
16.875	3.5	539.467484155077
17.125	3.5	539.421202420248
17.375	3.5	539.371590557289
17.625	3.5	539.318558969103
17.875	3.5	539.261988004755
18.125	3.5	539.201715350215
18.375	3.5	539.137536005806
18.625	3.5	539.069212989392
18.875	3.5	538.996495347871
19.125	3.5	538.919139497747
19.375	3.5	538.836930281321
19.625	3.5	538.749699104954
19.875	3.5	538.65733765687
20.125	3.5	538.559806631726
20.375	3.5	538.457139490397
20.625	3.5	538.349441616349
20.875	3.5	538.236885426918
21.125	3.5	538.119702159982
21.375	3.5	537.998171210145
21.625	3.5	537.8726080013
21.875	3.5	537.743351407038
22.125	3.5	537.610751642922
22.375	3.5	537.475159368601
22.625	3.5	537.336916494765
22.875	3.5	537.196348939268
23.125	3.5	537.053761358561
23.375	3.5	536.909433716927
23.625	3.5	536.763619452497
23.875	3.5	536.616544949153
24.125	3.5	536.468410015069
24.375	3.5	536.319389088606
24.625	3.5	536.169632928558
24.875	3.5	536.019270589234
25.125	3.5	535.868411524998
25.375	3.5	535.717147709544
25.625	3.5	535.565555690253
25.875	3.5	535.413698526406
26.125	3.5	535.261627582107
26.375	3.5	535.109384160825
26.625	3.5	534.957000979668
26.875	3.5	534.804503488562
27.125	3.5	534.651911043615
27.375	3.5	534.499237945811
27.625	3.5	534.34649435658
27.875	3.5	534.193687101325
28.125	3.5	534.040820371045
28.375	3.5	533.887896331102
28.625	3.5	533.734915645153
28.875	3.5	533.581877921383
29.125	3.5	533.42878208749
29.375	3.5	533.275626700434
29.625	3.5	533.122410196652
29.875	3.5	532.969131088319
30.125	3.5	532.815788111135
30.375	3.5	532.662380329157
30.625	3.5	532.508907202133
30.875	3.5	532.35536862072
31.125	3.5	532.201764914712
31.375	3.5	532.048096839516
31.625	3.5	531.89436554635
31.875	3.5	531.74057253989
32.125	3.5	531.58671962382
32.375	3.5	531.432808841081
32.625	3.5	531.278842430617
32.875	3.5	531.124822788643
33.125	3.5	530.970752339144
33.375	3.5	530.81663337881
33.625	3.5	530.662468401964
33.875	3.5	530.508260635612
34.125	3.5	530.354012176627
34.375	3.5	530.19972083424
34.625	3.5	530.045389127077
34.875	3.5	529.891041239022
35.125	3.5	529.73667867776
35.375	3.5	529.582189053519
35.625	3.5	529.427562087028
35.875	3.5	529.273383494921
36.125	3.5	529.119757326258
36.375	3.5	528.96379654589
36.625	3.5	528.80423309165
36.875	3.5	528.658002510623
37.125	3.5	528.522656185047
37.375	3.5	528.365953673321
0.125	4.5	541.510327832913
0.375	4.5	541.474084517835
0.625	4.5	541.444064478472
0.875	4.5	541.412981627093
1.125	4.5	541.382086102484
1.375	4.5	541.351163475108
1.625	4.5	541.320250612315
1.875	4.5	541.28934128255
2.125	4.5	541.258436665912
2.375	4.5	541.22753668823
2.625	4.5	541.196641508263
2.875	4.5	541.165751262797
3.125	4.5	541.134866110372
3.375	4.5	541.103986223555
3.625	4.5	541.073111790191
3.875	4.5	541.042243013858
4.125	4.5	541.011380115613
4.375	4.5	540.980523336209
4.625	4.5	540.949672937309
4.875	4.5	540.918829199694
5.125	4.5	540.887992417414
5.375	4.5	540.857162889518
5.625	4.5	540.826340914429
5.875	4.5	540.795526794042
6.125	4.5	540.764720852817
6.375	4.5	540.733923470308
6.625	4.5	540.703135114986
6.875	4.5	540.672356356899
7.125	4.5	540.641587833211
7.375	4.5	540.610830151241
7.625	4.5	540.580083736825
7.875	4.5	540.549348668336
8.125	4.5	540.518624564842
8.375	4.5	540.487910615021
8.625	4.5	540.457205825969
8.875	4.5	540.426509530201
9.125	4.5	540.395822129615
9.375	4.5	540.365145985499
9.625	4.5	540.334486305501
9.875	4.5	540.303851849431
10.125	4.5	540.273255286658
10.375	4.5	540.242713088549
10.625	4.5	540.212244918542
10.875	4.5	540.181872570796
11.125	4.5	540.151618584255
11.375	4.5	540.121504704407
11.625	4.5	540.091550370592
11.875	4.5	540.061771373772
12.125	4.5	540.032178769518
12.375	4.5	540.002778060775
12.625	4.5	539.973568601008
12.875	4.5	539.944543118602
13.125	4.5	539.915687220497
13.375	4.5	539.886978674495
13.625	4.5	539.858386170782
13.875	4.5	539.829867130451
14.125	4.5	539.801364046094
14.375	4.5	539.772798993552
14.625	4.5	539.744066570698
14.875	4.5	539.715026655766
15.125	4.5	539.68549964571
15.375	4.5	539.655267365287
15.625	4.5	539.624081816399
15.875	4.5	539.59168139982
16.125	4.5	539.557811179535
16.375	4.5	539.522241446262
16.625	4.5	539.484778326268
16.875	4.5	539.445262012927
17.125	4.5	539.403551891709
17.375	4.5	539.359501926953
17.625	4.5	539.312932639237
17.875	4.5	539.263606996133
18.125	4.5	539.211216534335
18.375	4.5	539.15538150039
18.625	4.5	539.095665310117
18.875	4.5	539.031600130234
19.125	4.5	538.962718177546
19.375	4.5	538.888583145374
19.625	4.5	538.808817802612
19.875	4.5	538.723126159862
20.125	4.5	538.631310270902
20.375	4.5	538.533282025158
20.625	4.5	538.429069571609
20.875	4.5	538.318817323562
21.125	4.5	538.202778628898
21.375	4.5	538.081301208219
21.625	4.5	537.954806813937
21.875	4.5	537.823767588504
22.125	4.5	537.688681931173
22.375	4.5	537.550052334059
22.625	4.5	537.408366880451
22.875	4.5	537.264085223312
23.125	4.5	537.11762911077
23.375	4.5	536.969377006495
23.625	4.5	536.819662074201
23.875	4.5	536.668772709475
24.125	4.5	536.516954843964
24.375	4.5	536.364415358227
24.625	4.5	536.211326076933
24.875	4.5	536.057827956385
25.125	4.5	535.904035194552
25.375	4.5	535.750039092044
25.625	4.5	535.595911567836
25.875	4.5	535.441708288191
26.125	4.5	535.28747140445
26.375	4.5	535.133231918888
26.625	4.5	534.979011710943
26.875	4.5	534.824825262025
27.125	4.5	534.670681117942
27.375	4.5	534.516583125893
27.625	4.5	534.362531479107
27.875	4.5	534.208523597734
28.125	4.5	534.054554870054
28.375	4.5	533.900619273876
28.625	4.5	533.746709894433
28.875	4.5	533.592819352083
29.125	4.5	533.438940150853
29.375	4.5	533.28506495711
29.625	4.5	533.131186816397
29.875	4.5	532.977299315613
30.125	4.5	532.823396697091
30.375	4.5	532.669473930772
30.625	4.5	532.515526750365
30.875	4.5	532.36155165908
31.125	4.5	532.207545910182
31.375	4.5	532.053507467611
31.625	4.5	531.899434952103
31.875	4.5	531.745327576527
32.125	4.5	531.591185070751
32.375	4.5	531.437007602729
32.625	4.5	531.282795717578
32.875	4.5	531.128550282896
33.125	4.5	530.974272344626
33.375	4.5	530.819962957407
33.625	4.5	530.665623496183
33.875	4.5	530.511256183981
34.125	4.5	530.356862222943
34.375	4.5	530.202438612471
34.625	4.5	530.047987122345
34.875	4.5	529.8935312988
35.125	4.5	529.739072175375
35.375	4.5	529.584496837743
35.625	4.5	529.429794231166
35.875	4.5	529.275549760146
36.125	4.5	529.121868181623
36.375	4.5	528.965861854153
36.625	4.5	528.806259805017
36.875	4.5	528.659998703618
37.125	4.5	528.524634729239
37.375	4.5	528.367924786555
0.125	5.5	541.509740465741
0.375	5.5	541.473495253393
0.625	5.5	541.443470759919
0.875	5.5	541.412380987773
1.125	5.5	541.381476023462
1.375	5.5	541.350541395434
1.625	5.5	541.319613912807
1.875	5.5	541.288687273732
2.125	5.5	541.257762574751
2.375	5.5	541.226839644495
2.625	5.5	541.19591853027
2.875	5.5	541.164999242474
3.125	5.5	541.134081797573
3.375	5.5	541.103166209517
3.625	5.5	541.072252489981
3.875	5.5	541.04134064764
4.125	5.5	541.010430688514
4.375	5.5	540.979522616633
4.625	5.5	540.948616433695
4.875	5.5	540.91771213579
5.125	5.5	540.886809706133
5.375	5.5	540.855909105134
5.625	5.5	540.825010262313
5.875	5.5	540.794113076578
6.125	5.5	540.763217429914
6.375	5.5	540.732323213488
6.625	5.5	540.701430355652
6.875	5.5	540.670538831706
7.125	5.5	540.639648631445
7.375	5.5	540.608759668731
7.625	5.5	540.577871637804
7.875	5.5	540.546983851143
8.125	5.5	540.51609511845
8.375	5.5	540.485203744545
8.625	5.5	540.454307720347
8.875	5.5	540.423405146035
9.125	5.5	540.392494873838
9.375	5.5	540.361577295389
9.625	5.5	540.330655144621
9.875	5.5	540.29973415755
10.125	5.5	540.268823435399
10.375	5.5	540.237935398139
10.625	5.5	540.207085282893
10.875	5.5	540.176290219612
11.125	5.5	540.145567986541
11.375	5.5	540.114935594292
11.625	5.5	540.084407860592
11.875	5.5	540.053996117385
12.125	5.5	540.023707145451
12.375	5.5	539.993542371779
12.625	5.5	539.963497306262
12.875	5.5	539.933561148312
13.125	5.5	539.903716466573
13.375	5.5	539.873938843851
13.625	5.5	539.844196377731
13.875	5.5	539.814448929929
14.125	5.5	539.784647033111
14.375	5.5	539.754730422734
14.625	5.5	539.724626305183
14.875	5.5	539.694247712899
15.125	5.5	539.663492550094
15.375	5.5	539.632244001388
15.625	5.5	539.600372649806
15.875	5.5	539.567739917515
16.125	5.5	539.534201604129
16.375	5.5	539.499609800723
16.625	5.5	539.463811595318
16.875	5.5	539.426643789852
17.125	5.5	539.387924163135
17.375	5.5	539.347441273368
17.625	5.5	539.304945754367
17.875	5.5	539.260145813323
18.125	5.5	539.212707950935
18.375	5.5	539.162261481494
18.625	5.5	539.108403658798
18.875	5.5	539.050702384469
19.125	5.5	538.988695873904
19.375	5.5	538.921892359681
19.625	5.5	538.849775958367
19.875	5.5	538.771825127942
20.125	5.5	538.687546778043
20.375	5.5	538.596523107384
20.625	5.5	538.498462390908
20.875	5.5	538.393242061257
21.125	5.5	538.280933728225
21.375	5.5	538.161804483583
21.625	5.5	538.036294962451
21.875	5.5	537.904979936814
22.125	5.5	537.768520079703
22.375	5.5	537.627613541979
22.625	5.5	537.482953866734
22.875	5.5	537.335197800897
23.125	5.5	537.184943855238
23.375	5.5	537.032720593683
23.625	5.5	536.878982682784
23.875	5.5	536.724112498264
24.125	5.5	536.568425285574
24.375	5.5	536.412176266124
24.625	5.5	536.255568512765
24.875	5.5	536.098760803956
25.125	5.5	535.941874973749
25.375	5.5	535.785002501298
25.625	5.5	535.6282102395
25.875	5.5	535.47154528252
26.125	5.5	535.315039030811
26.375	5.5	535.158710542259
26.625	5.5	535.002569268875
26.875	5.5	534.846617277264
27.125	5.5	534.690851043094
27.375	5.5	534.535262898408
27.625	5.5	534.379842198263
27.875	5.5	534.224576261184
28.125	5.5	534.069451127088
28.375	5.5	533.914452167136
28.625	5.5	533.759564572307
28.875	5.5	533.604773741515
29.125	5.5	533.450065585413
29.375	5.5	533.295426758633
29.625	5.5	533.140844830687
29.875	5.5	532.986308404044
30.125	5.5	532.831807186684
30.375	5.5	532.677332025651
30.625	5.5	532.522874907577
30.875	5.5	532.368428931696
31.125	5.5	532.213988260438
31.375	5.5	532.059548052617
31.625	5.5	531.905104384487
31.875	5.5	531.750654162151
32.125	5.5	531.596195025463
32.375	5.5	531.441725249832
32.625	5.5	531.287243667698
32.875	5.5	531.13274959806
33.125	5.5	530.978242687956
33.375	5.5	530.823722728374
33.625	5.5	530.669189952673
33.875	5.5	530.51464555778
34.125	5.5	530.360089829887
34.375	5.5	530.205518936847
34.625	5.5	530.050933875495
34.875	5.5	529.896357534498
35.125	5.5	529.741790465357
35.375	5.5	529.587119209866
35.625	5.5	529.432331882223
35.875	5.5	529.278013565618
36.125	5.5	529.124269831437
36.375	5.5	528.968212382942
36.625	5.5	528.808567015403
36.875	5.5	528.662271665594
37.125	5.5	528.526887843854
37.375	5.5	528.370169501116
0.125	6.5	541.509125409853
0.375	6.5	541.472878273249
0.625	6.5	541.442849262907
0.875	6.5	541.411752474265
1.125	6.5	541.380837943159
1.375	6.5	541.349891158696
1.625	6.5	541.318948875182
1.875	6.5	541.288004724778
2.125	6.5	541.25705972575
2.375	6.5	541.226113615919
2.625	6.5	541.195166338765
2.875	6.5	541.164217787353
3.125	6.5	541.133267846743
3.375	6.5	541.102316384795
3.625	6.5	541.071363251686
3.875	6.5	541.040408278326
4.125	6.5	541.009451275698
4.375	6.5	540.978492034424
4.625	6.5	540.947530323344
4.875	6.5	540.916565885319
5.125	6.5	540.885598429184
5.375	6.5	540.854627618923
5.625	6.5	540.823653064117
5.875	6.5	540.792674317648
6.125	6.5	540.76169088555
6.375	6.5	540.730702248435
6.625	6.5	540.699707885317
6.875	6.5	540.668707281992
7.125	6.5	540.637699901984
