x	$\phi$	X Velocity
82.375	-0.000179058381643709	0
82.625	-0.000184770893796184	0
82.875	-0.000190630409895756	0
83.125	-0.000196639232178203	0
83.375	-0.000202799635636897	0
83.625	-0.000209113864577784	0
83.875	-0.000215584129067826	0
84.125	-0.000222212601277659	0
84.375	-0.000229001411719438	0
84.625	-0.000235952645381069	0
84.875	-0.000243068337758262	0
85.125	-0.000250350470786097	0
85.375	-0.000257800968672047	0
85.625	-0.000265421693632649	0
85.875	-0.000273214441536304	0
86.125	-0.000281180937454948	0
86.375	-0.000289322831127626	0
86.625	-0.000297641692339299	0
86.875	-0.000306139006218469	0
87.125	-0.00031481616845758	0
87.375	-0.000323674480460376	0
87.625	-0.000332715144420771	0
87.875	-0.000341939258338061	0
88.125	-0.000351347810973655	0
88.375	-0.000360941676754783	0
88.625	-0.000370721610631011	0
88.875	-0.000380688242889666	0
89.125	-0.000390842073936639	0
89.375	-0.000401183469049328	0
89.625	-0.000411712653108831	0
89.875	-0.000422429705318801	0
90.125	-0.000433334553918694	0
90.375	-0.000444426970899489	0
90.625	-0.00045570656673022	0
90.875	-0.000467172785104003	0
91.125	-0.000478824897712533	0
91.375	-0.000490661999058314	0
91.625	-0.000502683001314171	0
91.875	-0.000514886629239873	0
92.125	-0.00052727141516596	0
92.375	-0.000539835694055113	0
92.625	-0.000552577598651676	0
92.875	-0.000565495054730124	0
93.125	-0.000578585776453537	0
93.375	-0.000591847261853292	0
93.625	-0.000605276788441404	0
93.875	-0.0006188714089671	0
94.125	-0.00063262794732935	0
94.375	-0.000646542994657214	0
94.625	-0.000660612905569985	0
94.875	-0.000674833794629169	0
95.125	-0.000689201532994415	0
95.375	-0.000703711745295575	0
95.625	-0.000718359806733036	0
95.875	-0.000733140840418527	0
96.125	-0.000748049714968492	0
96.375	-0.000763081042362127	0
96.625	-0.000778229176076056	0
96.875	-0.000793488209507493	0
97.125	-0.000808851974697627	0
97.375	-0.000824314041366771	0
97.625	-0.000839867716272591	0
97.875	-0.000855506042902554	0
98.125	-0.000871221801511393	0
98.375	-0.000887007509514161	0
98.625	-0.000902855422245064	0
98.875	-0.00091875753409194	0
99.125	-0.000934705580015831	0
99.375	-0.000950691037464697	0
99.625	-0.000966705128689841	0
99.875	-0.000982738823473159	0
100.125	-0.000998782842272766	0
100.375	-0.00101482765979405	0
100.625	-0.00103086350899257	0
100.875	-0.00104688038551469	0
101.125	-0.00106286805258101	0
101.375	-0.00107881604631727	0
101.625	-0.00109471368153634	0
101.875	-0.00111055005797461	0
102.125	-0.00112631406698472	0
102.375	-0.00114199439868644	0
102.625	-0.0011575795495762	0
102.875	-0.00117305783059492	0
103.125	-0.00118841737565323	0
103.375	-0.00120364615061174	0
103.625	-0.00121873196271329	0
103.875	-0.001233662470463	0
104.125	-0.00124842519395081	0
104.375	-0.00126300752560972	0
104.625	-0.00127739674140218	0
104.875	-0.00129158001242503	0
105.125	-0.00130554441692213	0
105.375	-0.00131927695269211	0
105.625	-0.00133276454987626	0
105.875	-0.00134599408410981	0
106.125	-0.00135895239001652	0
106.375	-0.0013716262750237	0
106.625	-0.00138400253347093	0
106.875	-0.00139606796098058	0
107.125	-0.00140780936905318	0
107.375	-0.00141921359984296	0
107.625	-0.00143026754106043	0
107.875	-0.00144095814093763	0
108.125	-0.0014512724231776	0
108.375	-0.00146119750179219	0
108.625	-0.00147072059570954	0
108.875	-0.00147982904300428	0
109.125	-0.00148851031456678	0
109.375	-0.00149675202698127	0
109.625	-0.00150454195432324	0
109.875	-0.00151186803850958	0
110.125	-0.001518718397738	0
110.375	-0.00152508133242577	0
110.625	-0.00153094532789787	0
110.875	-0.0015362990528672	0
111.125	-0.00154113135248512	0
111.375	-0.0015454312343997	0
111.625	-0.00154918784582223	0
111.875	-0.00155239043904124	0
112.125	-0.00155502832210245	0
112.375	-0.00155709079044737	0
112.625	-0.00155856703411416	0
112.875	-0.00155944601357733	0
113.125	-0.00155971629534131	0
113.375	-0.00155936583588348	0
113.625	-0.00155838169930637	0
113.875	-0.00155674968990254	0
114.125	-0.00155445387549718	0
114.375	-0.00155147597057739	0
114.625	-0.0015477945394111	0
114.875	-0.00154338396804875	0
115.125	-0.0015382131395766	0
115.375	-0.00153224372833622	0
115.625	-0.00152542800487078	0
115.875	-0.0015177060125962	0
116.125	-0.00150900193769499	0
116.375	-0.00149921944301103	0
116.625	-0.00148823567160377	0
116.875	-0.00147589354201896	0
117.125	-0.00146199185001683	0
117.375	-0.00144627255375743	0
117.625	-0.00142840444268284	0
117.875	-0.00140796216354836	0
118.125	-0.00138439928616037	0
118.375	-0.00135701371837838	0
118.625	-0.00132490330186274	0
118.875	-0.00128690880762943	0
119.125	-0.0012415407665007	0
119.375	-0.0011868855668526	0
119.625	-0.00112048497110733	0
119.875	-0.00103918156838917	0
120.125	-0.000938920600318503	0
120.375	-0.00081449595466493	0
120.625	-0.000659224776659481	0
120.875	-0.000464530931281389	0
121.125	-0.000219412264490914	0
121.375	9.02399642158166e-05	0
121.625	0.000482509203693563	0
121.875	0.000980558847887863	0
122.125	0.00161403585763827	0
122.375	0.00242084758237058	0
122.625	0.0034494015766502	0
122.875	0.00476141356253508	0
123.125	0.00643540221130168	0
123.375	0.00857099698146892	0
123.625	0.0112941796530924	0
123.875	0.0147635495041565	0
124.125	0.0191776274050499	0
124.375	0.0247830670804057	0
124.625	0.0318833823626193	0
124.875	0.0408473759267569	0
125.125	0.0521158114021142	0
125.375	0.0662039661577177	0
125.625	0.0836965565976179	0
125.875	0.10523030425378	0
126.125	0.131458533614501	0
126.375	0.162992465982031	0
126.625	0.200316484255825	0
126.875	0.243680823779981	0
127.125	0.292985256961618	0
127.375	0.347679441868726	0
127.625	0.406714370454538	0
127.875	0.468577149517709	0
128.125	0.531422850591193	0
128.375	0.593285629651045	0
128.625	0.652320558230626	0
128.875	0.707014743129299	0
129.125	0.756319176301154	0
129.375	0.799683515815015	0
129.625	0.837007534078697	0
129.875	0.868541466436798	0
130.125	0.894769695789078	0
130.375	0.916303443437923	0
130.625	0.933796033871644	0
130.875	0.94788418862214	0
131.125	0.959152624093352	0
131.375	0.968116617654179	0
131.625	0.975216932933789	0
131.875	0.980822372607129	0
132.125	0.985236450506487	0
132.375	0.988705820356405	0
132.625	0.991429003027195	0
132.875	0.993564597796778	0
133.125	0.995238586445155	0
133.375	0.996550598430806	0
133.625	0.99757915242497	0
133.875	0.998385964149681	0
134.125	0.999019441159479	0
134.375	0.999517490803776	0
134.625	0.999909760043398	0
134.875	1.00021941227228	0
135.125	1.00046453093926	0
135.375	1.00065922478485	0
135.625	1.00081449596308	0
135.875	1.00093892060897	0
136.125	1.00103918157728	0
136.375	1.00112048498025	0
136.625	1.00118688557625	0
136.875	1.00124154077615	0
137.125	1.00128690881754	0
137.375	1.00132490331204	0
137.625	1.00135701372882	0
137.875	1.00138439929687	0
138.125	1.00140796217452	0
138.375	1.00142840445391	0
138.625	1.00144627256524	0
138.875	1.00146199186176	0
139.125	1.00147589355401	0
139.375	1.00148823568384	0
139.625	1.00149921945549	0
139.875	1.0015090019504	0
140.125	1.00151770602553	0
140.375	1.00152542801802	0
140.625	1.0015322437417	0
140.875	1.00153821315314	0
141.125	1.00154338398181	0
141.375	1.00154779455337	0
141.625	1.00155147598472	0
141.875	1.00155445388981	0
142.125	1.00155674970438	0
142.375	1.00155838171394	0
142.625	1.00155936585066	0
142.875	1.00155971631025	0
143.125	1.00155944602861	0
143.375	1.00155856704927	0
143.625	1.00155709080571	0
143.875	1.00155502833747	0
144.125	1.0015523904545	0
144.375	1.00154918786137	0
144.625	1.00154543125004	0
144.875	1.00154113136821	0
145.125	1.00153629906867	0
145.375	1.00153094534378	0
145.625	1.00152508134838	0
145.875	1.00151871841377	0
146.125	1.00151186805461	0
146.375	1.0015045419705	0
146.625	1.00149675204323	0
146.875	1.00148851033089	0
147.125	1.00147982905941	0
147.375	1.00147072061219	0
147.625	1.00146119751835	0
147.875	1.00145127243982	0
148.125	1.00144095815766	0
148.375	1.00143026755787	0
148.625	1.00141921361673	0
148.875	1.00140780938603	0
149.125	1.00139606797804	0
149.375	1.00138400255061	0
149.625	1.00137162629225	0
149.875	1.00135895240732	0
150.125	1.00134599410149	0
150.375	1.00133276456733	0
150.625	1.00131927697022	0
150.875	1.00130554443452	0
151.125	1.0012915800301	0
151.375	1.00127739675915	0
151.625	1.00126300754342	0
151.875	1.00124842521184	0
152.125	1.00123366248843	0
152.375	1.00121873198075	0
152.625	1.00120364616873	0
152.875	1.00118841739384	0
153.125	1.00117305784885	0
153.375	1.0011575795679	0
153.625	1.00114199441707	0
153.875	1.00112631408542	0
154.125	1.00111055007646	0
154.375	1.00109471370007	0
154.625	1.00107881606489	0
154.875	1.00106286807119	0
155.125	1.00104688040416	0
155.375	1.00103086352768	0
155.625	1.00101482767851	0
155.875	1.00099878286103	0
156.125	1.00098273884227	0
156.375	1.00096670514752	0
156.625	1.00095069105634	0
156.875	1.00093470559894	0
157.125	1.00091875755306	0
157.375	1.00090285544126	0
157.625	1.00088700752858	0
157.875	1.00087122182063	0
158.125	1.00085550606207	0
158.375	1.00083986773549	0
158.625	1.00082431406063	0
158.875	1.00080885199401	0
159.125	1.00079348822887	0
159.375	1.00077822919548	0
159.625	1.00076308106181	0
159.875	1.00074804973446	0
160.125	1.00073314085995	0
160.375	1.0007183598263	0
160.625	1.0007037117649	0
160.875	1.00068920155264	0
161.125	1.0006748338143	0
161.375	1.00066061292528	0
161.625	1.00064654301439	0
161.875	1.00063262796709	0
162.125	1.00061887142874	0
162.375	1.00060527680823	0
162.625	1.00059184728165	0
162.875	1.00057858579625	0
163.125	1.00056549507453	0
163.375	1.00055257761844	0
163.625	1.00053983571384	0
163.875	1.00052727143494	0
164.125	1.00051488664901	0
164.375	1.00050268302107	0
164.625	1.00049066201881	0
164.875	1.00047882491746	0
165.125	1.00046717280484	0
165.375	1.00045570658647	0
165.625	1.00044442699064	0
165.875	1.00043333457366	0
166.125	1.00042242972507	0
166.375	1.00041171267287	0
166.625	1.00040118348883	0
166.875	1.00039084209373	0
167.125	1.0003806882627	0
167.375	1.00037072163045	0
167.625	1.00036094169659	0
167.875	1.00035134783083	0
168.125	1.00034193927821	0
168.375	1.00033271516431	0
168.625	1.00032367450038	0
168.875	1.0003148161884	0
169.125	1.00030613902619	0
169.375	1.00029764171233	0
169.625	1.00028932285114	0
169.875	1.00028118095749	0
170.125	1.00027321446159	0
170.375	1.0002654217137	0
170.625	1.00025780098875	0
170.875	1.00025035049087	0
171.125	1.00024306835785	0
171.375	1.00023595266548	0
171.625	1.00022900143182	0
171.875	1.00022221262138	0
172.125	1.00021558414918	0
172.375	1.00020911388469	0
172.625	1.00020279965575	0
172.875	1.0001966392523	0
173.125	1.00019063043002	0
173.375	1.00018477091392	0
173.625	1.00017905840177	0
173.875	1.00017349056743	0
174.125	1.00016806506408	0
174.375	1.00016277952736	0
174.625	1.00015763157836	0
174.875	1.00015261882657	0
175.125	1.00014773887262	0
175.375	1.00014298931103	0
175.625	1.00013836773278	0
175.875	1.00013387172779	0
176.125	1.0001294988873	0
176.375	1.00012524680617	0
176.625	1.00012111308503	0
176.875	1.00011709533238	0
177.125	1.00011319116653	0
177.375	1.00010939821755	0
177.625	1.00010571412898	0
177.875	1.00010213655959	0
178.125	1.00009866318495	0
178.375	1.00009529169892	0
178.625	1.00009201981513	0
178.875	1.00008884526827	0
179.125	1.00008576581536	0
179.375	1.00008277923693	0
179.625	1.0000798833381	0
179.875	1.0000770759496	0
180.125	1.00007435492873	0
180.375	1.00007171816017	0
180.625	1.00006916355684	0
180.875	1.0000666890606	0
181.125	1.0000642926429	0
181.375	1.00006197230539	0
181.625	1.00005972608046	0
181.875	1.00005755203169	0
182.125	1.00005544825429	0
182.375	1.00005341287544	0
182.625	1.00005144405464	0
182.875	1.0000495399839	0
183.125	1.00004769888801	0
183.375	1.00004591902464	0
183.625	1.00004419868452	0
183.875	1.00004253619146	0
184.125	1.0000409299024	0
184.375	1.00003937820742	0
184.625	1.00003787952964	0
184.875	1.00003643232522	0
185.125	1.00003503508316	0
185.375	1.00003368632523	0
185.625	1.00003238460575	0
185.875	1.00003112851139	0
186.125	1.00002991666095	0
186.375	1.00002874770512	0
186.625	1.00002762032617	0
186.875	1.00002653323767	0
187.125	1.00002548518417	0
187.375	1.00002447494084	0
187.625	1.00002350131317	0
187.875	1.00002256313652	0
188.125	1.0000216592758	0
188.375	1.00002078862503	0
188.625	1.00001995010695	0
188.875	1.00001914267258	0
189.125	1.00001836530079	0
189.375	1.00001761699787	0
189.625	1.00001689679708	0
189.875	1.00001620375816	0
190.125	1.0000155369669	0
190.375	1.00001489553469	0
190.625	1.00001427859798	0
190.875	1.00001368531788	0
191.125	1.00001311487961	0
191.375	1.0000125664921	0
191.625	1.00001203938745	0
191.875	1.00001153282045	0
192.125	1.00001104606815	0
192.375	1.0000105784293	0
192.625	1.00001012922397	0
192.875	1.00000969779299	0
193.125	1.0000092834975	0
193.375	1.0000088857185	0
193.625	1.00000850385637	0
193.875	1.0000081373304	0
194.125	1.00000778557833	0
194.375	1.00000744805589	0
194.625	1.00000712423638	0
194.875	1.00000681361017	0
195.125	1.00000651568432	0
195.375	1.00000622998211	0
195.625	1.00000595604261	0
195.875	1.00000569342029	0
196.125	1.00000544168454	0
196.375	1.00000520041934	0
196.625	1.00000496922281	0
196.875	1.00000474770681	0
197.125	1.00000453549658	0
197.375	1.00000433223032	0
197.625	1.00000413755887	0
197.875	1.00000395114529	0
198.125	1.00000377266451	0
198.375	1.00000360180301	0
198.625	1.00000343825843	0
198.875	1.00000328173926	0
199.125	1.0000031319645	0
199.375	1.00000298866333	0
199.625	1.0000028515748	0
199.875	1.00000272044752	0
200.125	1.00000259503937	0
200.375	1.00000247511718	0
200.625	1.00000236045644	0
200.875	1.00000225084106	0
201.125	1.00000214606306	0
201.375	1.0000020459223	0
201.625	1.00000195022624	0
201.875	1.00000185878968	0
202.125	1.00000177143452	0
202.375	1.00000168798949	0
202.625	1.00000160828996	0
202.875	1.00000153217769	0
203.125	1.0000014595006	0
203.375	1.00000139011257	0
203.625	1.00000132387324	0
203.875	1.00000126064777	0
204.125	1.0000012003067	0
204.375	1.00000114272571	0
204.625	1.00000108778547	0
204.875	1.00000103537143	0
205.125	1.00000098537366	0
205.375	1.00000093768671	0
205.625	1.00000089220938	0
205.875	1.00000084884463	0
206.125	1.0000008074994	0
206.375	1.00000076808444	0
206.625	1.0000007305142	0
206.875	1.00000069470668	0
207.125	1.00000066058328	0
207.375	1.00000062806871	0
207.625	1.0000005970908	0
207.875	1.00000056758044	0
208.125	1.00000053947144	0
208.375	1.00000051270041	0
208.625	1.00000048720665	0
208.875	1.00000046293207	0
209.125	1.00000043982106	0
209.375	1.00000041782038	0
209.625	1.00000039687913	0
209.875	1.00000037694856	0
210.125	1.00000035798208	0
210.375	1.00000033993511	0
210.625	1.00000032276502	0
210.875	1.00000030643105	0
211.125	1.00000029089424	0
211.375	1.00000027611734	0
211.625	1.00000026206474	0
211.875	1.00000024870244	0
212.125	1.00000023599794	0
212.375	1.00000022392018	0
212.625	1.0000002124395	0
212.875	1.0000002015276	0
213.125	1.0000001911574	0
213.375	1.0000001813031	0
213.625	1.00000017194003	0
213.875	1.00000016304468	0
214.125	1.00000015459457	0
214.375	1.00000014656828	0
214.625	1.00000013894537	0
214.875	1.00000013170633	0
215.125	1.00000012483255	0
215.375	1.00000011830629	0
215.625	1.00000011211064	0
215.875	1.00000010622944	0
216.125	1.00000010064734	0
216.375	1.00000009534966	0
216.625	1.00000009032243	0
216.875	1.00000008555234	0
217.125	1.00000008102669	0
217.375	1.0000000767334	0
217.625	1.00000007266095	0
217.875	1.00000006879836	0
218.125	1.0000000651352	0
218.375	1.00000006166151	0
218.625	1.00000005836782	0
218.875	1.00000005524512	0
219.125	1.00000005228482	0
219.375	1.00000004947874	0
219.625	1.00000004681912	0
219.875	1.00000004429856	0
220.125	1.00000004191001	0
