$\phi$
x	y	$\phi$
0.125	0.5	-0.0221949732975039
0.375	0.5	-0.0221033251864131
0.625	0.5	-0.0219161972269695
0.875	0.5	-0.0216256780797373
1.125	0.5	-0.0212192655914118
1.375	0.5	-0.0206790606687197
1.625	0.5	-0.0199806174429483
1.875	0.5	-0.0190913821851752
2.125	0.5	-0.0179686331163349
2.375	0.5	-0.0165568119157338
2.625	0.5	-0.0147841169789701
2.875	0.5	-0.0125582117507519
3.125	0.5	-0.0097608952219404
3.375	0.5	-0.0062415972159923
3.625	0.5	-0.00180961704269121
3.875	0.5	0.00377485026551066
4.125	0.5	0.0108106172410831
4.375	0.5	0.0196656427259981
4.625	0.5	0.0307860561707316
4.875	0.5	0.0447017488475385
5.125	0.5	0.0620249104786675
5.375	0.5	0.0834363654232029
5.625	0.5	0.10965320507281
5.875	0.5	0.141370860179804
6.125	0.5	0.179174788331237
6.375	0.5	0.223423042679133
6.625	0.5	0.27411215766544
6.875	0.5	0.3307536111043
7.125	0.5	0.392300913624466
7.375	0.5	0.457168596532511
7.625	0.5	0.523365693169069
7.875	0.5	0.588729173677517
8.125	0.5	0.651202986817975
8.375	0.5	0.709088474974288
8.625	0.5	0.761204529966901
8.875	0.5	0.80693290059781
9.125	0.5	0.846163743991355
9.375	0.5	0.879180230414428
9.625	0.5	0.906523976469049
9.875	0.5	0.928872092779431
10.125	0.5	0.946941595711984
10.375	0.5	0.961424631260972
10.625	0.5	0.972950700305177
10.875	0.5	0.982069231266483
11.125	0.5	0.989245779391385
11.375	0.5	0.994866348531194
11.625	0.5	0.999245866132999
11.875	0.5	1.00263821575334
12.125	0.5	1.00524628073464
12.375	0.5	1.00723117722545
12.625	0.5	1.00872031694602
12.875	0.5	1.00981421358063
13.125	0.5	1.0105920946025
13.375	0.5	1.01111644987399
13.625	0.5	1.01143667187209
13.875	0.5	1.011591940763
14.125	0.5	1.01161349361083
14.375	0.5	1.01152639823465
14.625	0.5	1.01135093273814
14.875	0.5	1.01110365359388
15.125	0.5	1.01079821925713
15.375	0.5	1.01044602283988
15.625	0.5	1.01005667628811
15.875	0.5	1.00963837951583
16.125	0.5	1.009198200748
16.375	0.5	1.00874228860602
16.625	0.5	1.0082760319579
16.875	0.5	1.00780418001053
17.125	0.5	1.0073309323458
17.375	0.5	1.00686000643175
17.625	0.5	1.00639468844422
17.875	0.5	1.00593787190873
18.125	0.5	1.0054920876352
18.375	0.5	1.00505952760429
18.625	0.5	1.00464206482508
18.875	0.5	1.00424127067954
19.125	0.5	1.00385843087099
19.375	0.5	1.00349456077835
19.625	0.5	1.00315042076807
19.875	0.5	1.00282653181794
20.125	0.5	1.00252319165137
20.375	0.5	1.00224049145901
20.625	0.5	1.0019783331917
20.875	0.5	1.00173644733827
21.125	0.5	1.00151441105169
21.375	0.5	1.00131166645299
21.625	0.5	1.00112753892232
21.875	0.5	1.0009612551779
22.125	0.5	1.00081196094468
22.375	0.5	1.00067873802349
22.625	0.5	1.00056062058611
22.875	0.5	1.00045661054177
23.125	0.5	1.00036569184311
23.375	0.5	1.00028684362529
23.625	0.5	1.00021905209751
23.875	0.5	1.00016132113317
24.125	0.5	1.0001126815299
24.375	0.5	1.00007219893525
24.625	0.5	1.00003898045631
24.875	0.5	1.00001217999124
25.125	0.5	0.999991002338588
25.375	0.5	0.999974706154791
25.625	0.5	0.999962605842455
25.875	0.5	0.999954072460949
26.125	0.5	0.999948533757555
26.375	0.5	0.999945473421219
26.625	0.5	0.999944429662584
26.875	0.5	0.999944993223429
27.125	0.5	0.999946804916225
27.375	0.5	0.999949552790526
27.625	0.5	0.999952969017536
27.875	0.5	0.999956826577832
28.125	0.5	0.99996093582998
28.375	0.5	0.999965141030016
28.625	0.5	0.999969316863679
28.875	0.5	0.999973365045019
29.125	0.5	0.999977211026819
29.375	0.5	0.999980800860292
29.625	0.5	0.999984098233854
29.875	0.5	0.999987081713567
30.125	0.5	0.999989742201194
30.375	0.5	0.99999208061969
30.625	0.5	0.999994105830555
30.875	0.5	0.999995832782655
31.125	0.5	0.999997280888032
31.375	0.5	0.999998472616751
31.625	0.5	0.999999432300034
31.875	0.5	1.00000018512872
32.125	0.5	1.00000075633248
32.375	0.5	1.00000117052403
32.625	0.5	1.00000145119212
32.875	0.5	1.00000162032659
33.125	0.5	1.0000016981592
33.375	0.5	1.00000170300417
33.625	0.5	1.00000165118317
33.875	0.5	1.00000155702034
34.125	0.5	1.00000143289394
34.375	0.5	1.0000012893324
34.625	0.5	1.0000011351436
34.875	0.5	1.00000097756759
35.125	0.5	1.00000082244392
35.375	0.5	1.00000067438611
35.625	0.5	1.00000053695672
35.875	0.5	1.00000041283749
36.125	0.5	1.00000030399002
36.375	0.5	1.00000021180329
36.625	0.5	1.00000013722481
36.875	0.5	1.0000000808732
37.125	0.5	1.00000004313021
37.375	0.5	1.0000000242109
0.125	1.5	-0.0220340352029192
0.375	1.5	-0.0219409707754665
0.625	1.5	-0.0217509677551303
0.875	1.5	-0.021456027345329
1.125	1.5	-0.0210435095543284
1.375	1.5	-0.02049531866325
1.625	1.5	-0.0197867414785589
1.875	1.5	-0.0188848702338776
2.125	1.5	-0.0177465215718147
2.375	1.5	-0.0163155416353165
2.625	1.5	-0.0145193666025486
2.875	1.5	-0.0122646915519524
3.125	1.5	-0.0094320949755659
3.375	1.5	-0.00586948311510372
3.625	1.5	-0.00138427661238699
3.875	1.5	0.00426560844792447
4.125	1.5	0.0113816881451669
4.375	1.5	0.0203350297347662
4.625	1.5	0.0315751767058156
