$\phi$
x	y	$\phi$
0.125	0.5	-0.0161396280974305
0.375	0.5	-0.016341469938109
0.625	0.5	-0.0167357470992684
0.875	0.5	-0.0173036042711544
1.125	0.5	-0.0180166277163867
1.375	0.5	-0.0188366178586067
1.625	0.5	-0.01971516791356
1.875	0.5	-0.020592945769904
2.125	0.5	-0.0213985485127428
2.375	0.5	-0.0220467697703885
2.625	0.5	-0.0224360898839722
2.875	0.5	-0.0224451695961013
3.125	0.5	-0.021928104128952
3.375	0.5	-0.0207081856766427
3.625	0.5	-0.0185699461658773
3.875	0.5	-0.0152493392657769
4.125	0.5	-0.0104221207859465
4.375	0.5	-0.00369087525282605
4.625	0.5	0.00542818162876802
4.875	0.5	0.0175163936572677
5.125	0.5	0.0332579859369336
5.375	0.5	0.0534334951173109
5.625	0.5	0.0788928945027195
5.875	0.5	0.110498272321687
6.125	0.5	0.149026650937992
6.375	0.5	0.195029410289856
6.625	0.5	0.248658404878144
6.875	0.5	0.309490159054674
7.125	0.5	0.376402011751394
7.375	0.5	0.447563370535781
7.625	0.5	0.520585138385492
7.875	0.5	0.592817710214471
8.125	0.5	0.661724563700107
8.375	0.5	0.72522252516248
8.625	0.5	0.781895903175804
8.875	0.5	0.831048598121962
9.125	0.5	0.872619319426851
9.375	0.5	0.907019168069785
9.625	0.5	0.934951786840621
9.875	0.5	0.957257029942922
10.125	0.5	0.974796080638327
10.375	0.5	0.988378943597197
10.625	0.5	0.998726482102089
10.875	0.5	1.00645672577056
11.125	0.5	1.01208618783611
11.375	0.5	1.01603920917996
11.625	0.5	1.01866066285652
11.875	0.5	1.02022920926499
12.125	0.5	1.02096959656042
12.375	0.5	1.02106333512864
12.625	0.5	1.02065756567804
12.875	0.5	1.01987220321528
13.125	0.5	1.01880556121481
13.375	0.5	1.0175387012262
13.625	0.5	1.0161387508049
13.875	0.5	1.01466140963652
14.125	0.5	1.01315283283689
14.375	0.5	1.01165104839302
14.625	0.5	1.01018703578164
14.875	0.5	1.00878556624228
15.125	0.5	1.0074658822773
15.375	0.5	1.00624227453957
15.625	0.5	1.00512459802794
15.875	0.5	1.00411875610057
16.125	0.5	1.00322716993207
16.375	0.5	1.00244924242297
16.625	0.5	1.00178181899302
16.875	0.5	1.00121964294373
17.125	0.5	1.00075579995033
17.375	0.5	1.00038214452078
17.625	0.5	1.00008970070773
17.875	0.5	0.999869029740712
18.125	0.5	0.999710558318927
18.375	0.5	0.999604862840915
18.625	0.5	0.999542906634246
18.875	0.5	0.999516229104018
19.125	0.5	0.999517087494146
19.375	0.5	0.999538553538148
19.625	0.5	0.999574568590552
19.875	0.5	0.999619961834116
20.125	0.5	0.999670436838801
20.375	0.5	0.99972253211631
20.625	0.5	0.999773561396808
20.875	0.5	0.999821539191768
21.125	0.5	0.999865096844621
21.375	0.5	0.99990339375743
21.625	0.5	0.999936027864341
21.875	0.5	0.999962948744953
22.125	0.5	0.99998437607186
22.375	0.5	1.00000072539941
22.625	0.5	1.00001254265192
22.875	0.5	1.00002044807975
