$\phi$
x	y	$\phi$
0.125	0.5	-0.009351216519009
0.375	0.5	-0.00970610243139182
0.625	0.5	-0.0104037333925791
0.875	0.5	-0.0114198736003354
1.125	0.5	-0.0127182551053211
1.375	0.5	-0.0142505993483967
1.625	0.5	-0.0159565101325863
1.875	0.5	-0.0177631210819762
2.125	0.5	-0.0195843500570199
2.375	0.5	-0.0213195809539711
2.625	0.5	-0.0228515597003723
2.875	0.5	-0.024043257140287
3.125	0.5	-0.0247334205157011
3.375	0.5	-0.024730515857447
3.625	0.5	-0.0238047726682498
3.875	0.5	-0.0216781104263116
4.125	0.5	-0.0180119053796827
4.375	0.5	-0.0123929273977969
4.625	0.5	-0.0043184587137182
4.875	0.5	0.00681724873123169
5.125	0.5	0.0217312595489805
5.375	0.5	0.0412486303644595
5.625	0.5	0.0662782487117224
5.875	0.5	0.0977561937633414
6.125	0.5	0.136544977059262
6.375	0.5	0.183282607272609
6.625	0.5	0.238190046949421
6.875	0.5	0.30087006499139
7.125	0.5	0.370158087890871
7.375	0.5	0.444099570845516
7.625	0.5	0.520107982431903
7.875	0.5	0.595296546651565
8.125	0.5	0.666900495233797
8.375	0.5	0.732661956567145
8.625	0.5	0.791068381240732
8.875	0.5	0.841403982781666
9.125	0.5	0.883646272273206
9.375	0.5	0.918278545038161
9.625	0.5	0.946087876441773
9.875	0.5	0.967993903521772
10.125	0.5	0.984926455886704
10.375	0.5	0.997751021024177
10.625	0.5	1.00723190935701
10.875	0.5	1.01402102458725
11.125	0.5	1.01866183828775
11.375	0.5	1.02160100950819
11.625	0.5	1.02320277612439
11.875	0.5	1.02376330445454
12.125	0.5	1.02352358042674
12.375	0.5	1.02268028886315
12.625	0.5	1.02139461618947
12.875	0.5	1.01979916016409
13.125	0.5	1.01800323470248
13.375	0.5	1.01609688198406
13.625	0.5	1.0141538866625
13.875	0.5	1.01223405066797
14.125	0.5	1.0103849441223
14.375	0.5	1.00864330466523
14.625	0.5	1.00703621711179
14.875	0.5	1.00558216923984
15.125	0.5	1.00429204824112
15.375	0.5	1.00317011618205
15.625	0.5	1.00221498174526
15.875	0.5	1.00142056945164
16.125	0.5	1.00077707625221
16.375	0.5	1.0002718984313
16.625	0.5	0.999890508638418
16.875	0.5	0.999617262901674
17.125	0.5	0.99943611993458
17.375	0.5	0.999331259168412
17.625	0.5	0.999287589000484
17.875	0.5	0.999291142100107
18.125	0.5	0.999329359733208
18.375	0.5	0.999391271562198
18.625	0.5	0.999467580996292
18.875	0.5	0.999550668782515
19.125	0.5	0.999634529119505
19.375	0.5	0.999714653208216
19.625	0.5	0.99978787494611
19.875	0.5	0.999852192578477
20.125	0.5	0.999906578710279
20.375	0.5	0.999950789321096
20.625	0.5	0.999985180468861
20.875	0.5	1.00001053935079
21.125	0.5	1.00002793442478
21.375	0.5	1.00003858747042
21.625	0.5	1.00004376885049
21.875	0.5	1.00004471586387
22.125	0.5	1.00004257298166
22.375	0.5	1.00003835193478
22.625	0.5	1.00003290906341
22.875	0.5	1.00002693702436
23.125	0.5	1.00002096785245
23.375	0.5	1.0000153844485
23.625	0.5	1.00001043778292
23.875	0.5	1.00000626741846
24.125	0.5	1.00000292333383
24.375	0.5	1.00000038743539
24.625	0.5	0.999998593550238
24.875	0.5	0.999997445076677
25.125	0.5	0.99999682981026
25.375	0.5	0.999996631754523
25.625	0.5	0.999996739958905
25.875	0.5	0.999997054601338
26.125	0.5	0.999997490652144
26.375	0.5	0.999997979524738
26.625	0.5	0.999998469144718
26.875	0.5	0.999998922860686
27.125	0.5	0.999999317586262
27.375	0.5	0.999999641511815
27.625	0.5	0.999999891663757
27.875	0.5	1.00000007152545
28.125	0.5	1.00000018887183
28.375	0.5	1.00000025391361
28.625	0.5	1.0000002777987
28.875	0.5	1.00000027147972
29.125	0.5	1.00000024492746
29.375	0.5	1.00000020665021
29.625	0.5	1.00000016346745
29.875	0.5	1.00000012048187
30.125	0.5	1.00000008119417
30.375	0.5	1.00000004771034
30.625	0.5	1.00000002099804
30.875	0.5	1.0000000011574
31.125	0.5	0.999999987680411
31.375	0.5	0.999999979681352
31.625	0.5	0.999999976088331
31.875	0.5	0.999999975791755
32.125	0.5	0.999999977750483
32.375	0.5	0.999999981059565
32.625	0.5	0.999999984985495
32.875	0.5	0.999999988975878
33.125	0.5	0.99999999265045
33.375	0.5	0.999999995779934
33.625	0.5	0.999999998258282
33.875	0.5	1.00000000007273
34.125	0.5	1.00000000127501
34.375	0.5	1.00000000195582
34.625	0.5	1.00000000222389
34.875	0.5	1.0000000021901
35.125	0.5	1.00000000195639
35.375	0.5	1.00000000160918
35.625	0.5	1.00000000121635
35.875	0.5	1.00000000082706
36.125	0.5	1.00000000047355
36.375	0.5	1.00000000017409
36.625	0.5	0.99999999993662
36.875	0.5	0.999999999762295
37.125	0.5	0.99999999964882
37.375	0.5	0.999999999593098
0.125	1.5	-0.00936733091318454
0.375	1.5	-0.00971763654169093
0.625	1.5	-0.0104061109946677
0.875	1.5	-0.0114085218165636
1.125	1.5	-0.0126885940512462
1.375	1.5	-0.0141980170633048
1.625	1.5	-0.0158763173720748
1.875	1.5	-0.0176504800308933
2.125	1.5	-0.0194341703005389
2.375	1.5	-0.0211263751224137
2.625	1.5	-0.0226092501391092
2.875	1.5	-0.0237449239248821
3.125	1.5	-0.0243709805145191
3.375	1.5	-0.0242943230639055
3.625	1.5	-0.0232831329615358
3.875	1.5	-0.0210567113978801
4.125	1.5	-0.0172731772121859
4.375	1.5	-0.0115153788549608
4.625	1.5	-0.00327607944808053
