$\phi$
x	y	$\phi$
0.125	0.5	1.27409831211103
0.375	0.5	1.27408027149021
0.625	0.5	1.27404419770844
0.875	0.5	1.27399010568725
1.125	0.5	1.27391801781336
1.375	0.5	1.27382796394392
1.625	0.5	1.27371998141334
1.875	0.5	1.27359411504168
2.125	0.5	1.27345041714431
2.375	0.5	1.27328894754289
2.625	0.5	1.27310977357726
2.875	0.5	1.27291297011822
3.125	0.5	1.27269861958078
3.375	0.5	1.27246681193779
3.625	0.5	1.27221764473356
3.875	0.5	1.27195122309715
4.125	0.5	1.2716676597551
4.375	0.5	1.27136707504318
4.625	0.5	1.27104959691683
4.875	0.5	1.27071536095989
5.125	0.5	1.27036451039126
5.375	0.5	1.26999719606911
5.625	0.5	1.26961357649213
5.875	0.5	1.26921381779753
6.125	0.5	1.26879809375531
6.375	0.5	1.26836658575837
6.625	0.5	1.26791948280799
6.875	0.5	1.26745698149445
7.125	0.5	1.26697928597206
7.375	0.5	1.26648660792851
7.625	0.5	1.26597916654793
7.875	0.5	1.26545718846735
8.125	0.5	1.26492090772619
8.375	0.5	1.26437056570841
8.625	0.5	1.26380641107705
8.875	0.5	1.26322869970072
9.125	0.5	1.26263769457195
9.375	0.5	1.26203366571698
9.625	0.5	1.26141689009686
9.875	0.5	1.26078765149968
10.125	0.5	1.26014624042373
10.375	0.5	1.25949295395157
10.625	0.5	1.25882809561477
10.875	0.5	1.25815197524956
11.125	0.5	1.25746490884305
11.375	0.5	1.25676721837047
11.625	0.5	1.25605923162313
11.875	0.5	1.25534128202756
12.125	0.5	1.25461370845585
12.375	0.5	1.2538768550274
12.625	0.5	1.25313107090243
12.875	0.5	1.25237671006752
13.125	0.5	1.2516141311135
13.375	0.5	1.25084369700607
13.625	0.5	1.2500657748496
13.875	0.5	1.24928073564457
14.125	0.5	1.24848895403898
14.375	0.5	1.24769080807447
14.625	0.5	1.24688667892743
14.875	0.5	1.24607695064583
15.125	0.5	1.2452620098822
15.375	0.5	1.24444224562342
15.625	0.5	1.24361804891784
15.875	0.5	1.24278981260033
16.125	0.5	1.24195793101593
16.375	0.5	1.24112279974247
16.625	0.5	1.24028481531305
16.875	0.5	1.23944437493869
17.125	0.5	1.23860187623178
17.375	0.5	1.23775771693108
17.625	0.5	1.23691229462842
17.875	0.5	1.23606600649797
18.125	0.5	1.23521924902845
18.375	0.5	1.23437241775859
18.625	0.5	1.23352590701661
18.875	0.5	1.2326801096639
19.125	0.5	1.23183541684329
19.375	0.5	1.2309922177325
19.625	0.5	1.23015089930289
19.875	0.5	1.22931184608391
20.125	0.5	1.22847543993355
20.375	0.5	1.22764205981509
20.625	0.5	1.22681208158026
20.875	0.5	1.22598587775919
21.125	0.5	1.22516381735717
21.375	0.5	1.22434626565853
21.625	0.5	1.22353358403769
21.875	0.5	1.2227261297775
22.125	0.5	1.22192425589505
22.375	0.5	1.22112831097489
22.625	0.5	1.22033863900988
22.875	0.5	1.21955557924953
23.125	0.5	1.21877946605607
23.375	0.5	1.21801062876805
23.625	0.5	1.21724939157155
23.875	0.5	1.21649607337908
24.125	0.5	1.21575098771594
24.375	0.5	1.21501444261415
24.625	0.5	1.21428674051384
24.875	0.5	1.21356817817198
